"affId","name"
"4325ecac-8c8b-4265-877a-98e549725ae5","Department of Criminology, University of South Florida, St. Petersburg, FL, USA."
"6a463f4b-5745-44a4-96ee-5e701862dbfe","Electronics and Communication Sciences Unit, Indian Statistical Institute, Kolkata, India"
"74bd17f7-9c32-4501-b725-d1471b8db099","KAUST"
"b75b5c67-18f7-4d5c-ba34-831e242cd286","FIET SMIEEE"
"51b42542-e4f8-437b-bb1a-bc7aa33f03fe","Computer Engineering Department, School of Engineering, Persian Gulf University, Bushehr, Iran."
"c607bbb8-77a8-4aa9-a8ea-36739d825eec","Qatar Computing Research Institute"
"185750c6-eebe-4471-8e32-3f23610d7598","Zortify S.A."
"120f7d1f-d14a-4e78-8b16-d7a5a2eb5d1f","University of Tehran, National University of Singapore"
"93d5ea37-a3ce-4b5a-babd-14190c5335c3","College of Education, Mustansiriyah University,Computer science dept.,Baghdad,Iraq"
"ac91c8c1-c383-4423-a7fe-b59f1a593875","IT University of Copenhagen"
"9155983f-a484-4290-8245-5c7ac40a3209","Taipei medical university"
"5763f9bf-8eda-4ab4-823e-c6618487e78f","Hussaini Adamu Federal Polytechnic"
"212802bf-0e0d-4320-a492-145b168788f2","school of medicine, Islamic Azad University, Mashhad, Iran"
"5f165f5b-6c96-4ea0-9cfa-b4771a0d5e37","Google Research"
"f96acf4f-8242-4833-9670-0ecb131bb374","Aalto University, The University of Manchester"
"59e32588-9444-4bb7-b7bf-884120032e7d","South China University of Technology"
"d2c97d47-7134-40e4-8d48-8e77256572e5","Indonesia International Institute for Life Sciences"
"245add91-a784-4139-8010-7142ed9e7fe5","Department of Electronics and Instrumentation Engineering, National Institute of Science and Technology, Berhampur, Odisha-761008"
"33e16d22-1855-4e68-bc61-4d155dfdfbaf","The U.S. Air Force Institute of Technology"
"1531230a-fa3d-460a-92f8-f26393c1d09b","Institute of Mathematics and Image Computing, University of Lübeck, Germany (until 2019)"
"1a990c55-9efe-4ce6-84dd-c489d2afb60c","Department of Nephrology, University Medical Center Groningen, University of Groningen, 9700 RB Groningen, The Netherlands."
"1d93a134-e01f-4511-bd4d-2540113de649","University of Cambridge"
"b3c25230-0786-4fd0-b8a4-4e2b0959a042","Hong Kong University of Science and Technology"
"7d34f466-132e-4ce6-b4bf-652e88a9766a","TU Wien"
"99af0308-86a8-4a72-9532-4cf0c48b6547","HerpeZ"
"0aeb1637-e9b7-465f-8541-39d39391e2c8","Hamburg University of Technology"
"47a2a085-67eb-46b7-8399-c022e48cd31e","Julius-Maximilians-University Würzburg"
"9aa128a6-f850-461a-9b2d-7ee30f5ed397","Institute of Information Engineering, Chinese Academy of Science"
"793f4d3d-7d2a-4214-92c7-19717a7fbc48","Dongguk University, Seoul, Korea"
"d7a16c69-9d12-4c0c-846d-78415d370546","Edith Cowan University"
"08099cdb-5c82-4ba0-8d69-684829d06a86","AMC Engineering College"
"4b3191bc-7ab2-425f-b73f-2c63046f8d99","Worcester Polytechnic Institute"
"771fb7c7-e6ee-4a9a-b363-224f7e87d154","Birla Institute of Technology and Science-Pilani, Microsoft"
"2b90005b-a4e1-4655-88a9-6135139b3a2b","Tencent, INC."
"88755024-cf33-430f-857e-b512a38632d4","Old Dominion University"
"eae91927-c2eb-4fc9-a62d-771caac9eda5","IFCA (CSIC-UC)"
"1e6d3a3e-730d-4d98-bc1f-f644541f088d","Science for Life Laboratory"
"0c74b352-139d-4a59-9019-11eddb4339ac","Federal University of Santa Catarina"
"c35228ba-2000-4413-89f3-ffc62bc11bab","University of Québec in Chicoutimi"
"6a193827-4f48-474e-b6c6-f6a16adcd6c6","Technical University of Darmstadt"
"30923243-6be7-4680-b6e3-7bce59c25c3b","Organização Pan-Americana da Saúde/Organização Mundial da Saúde, Brasília, Brazil"
"59ef755e-98fe-4aaf-bb60-c0c025c6a4d8","Department of Genetics and Plant Breeding, Bangladesh Agricultural University"
"e572180e-5730-41e2-9a7e-f72bdfcb3dbe","Know-Center"
"ed560a6c-80d4-4e10-a6bf-a3c13d360fe8","Indian Institute of Technology Delhi"
"5d38443a-1e03-4635-8395-fbce2f1508c0","Shenzhen Institute of Artificial Intelligence and Robotics for Society"
"a98f57f1-3d97-4053-bbfe-1b908c48d7c1","Universidade do Vale do Rio dos Sinos"
"7b768dfc-d0eb-40f5-b25c-2a838691cd1f","Princeton University"
"7ffe7150-8af3-4697-85d7-2a74774c8d47","Institute for Applied Sciences and Technology"
"55427e8f-8682-45f3-8b3e-0ceb955a3c37","Utah State University"
"afe6b57e-1e19-4da5-bbc0-082d972100fe","Young Researchers and Elite Club, Yadegar-e-Imam Khomeini(RAH) Shahr-e-Rey Branch, Islamic Azad University, Tehran, Iran."
"a59b5811-48d5-4e82-9ce2-1272039a58b4","Eastern Mediterranean University"
"a822fe98-0a63-4503-a6ed-c3c4091ffa77","University of Mosul/ Iraq"
"136f47a3-88f2-4a58-8b1a-37338fe70e0d","Sohag University"
"f4703b4c-dd69-48b0-8f75-31f57ec17ec6","Amrita Vishwa Vidyapeetham,Department of Computer Science and Engineering,Amritapuri,India"
"b22b35a3-0860-409b-9c76-01caebaf82a1","IEEE Senior Member, University of the Cumberlands"
"247e1794-782e-4cc4-934c-30d07ff6c912","Arizona State University"
"5db4ac6b-eb09-43b5-884d-503fc66c69f6","National Autonomous University of Mexico"
"5de7818b-3d49-486d-a57d-f43b3dd458f8","Toyota ITC, SRI International"
"8b4f62de-8785-4550-bd69-4c9356ec3c3a","Adventist University of Africa, Nairobi, Kenya"
"4c8f6e91-5430-4db2-b915-65fb5afa18fd","Tarbiat Modares University"
"f02b854e-70d9-4c61-9d86-62a73eabb1cd","Institute of Computing Technology, Chinese Academy of Sciences"
"70ea537a-323e-4ce5-b4a4-b214bbfcf4ab","Cinvestav Tamaulipas"
"fbcad807-1e5d-4480-91cd-8ae700b49a20","University of N'Djamena"
"5f1a47f1-8c43-49b4-be3b-15c983c1bc08","Vidyasagar University"
"12254a32-1482-435b-8a47-da4499e8bce5","Children's Hospital of Eastern Ontario Research Institute, Ottawa, Canada"
"9ed92e6c-b021-4051-9de3-c71917549842","Department of Electrical and Computer Engineering, The University of British Columbia"
"530ec954-fb81-488d-81d0-35029a4db76e","University of Mohammed V in Rabat, Faculty of Sciences, Rabat, Morocco"
"3265e07d-07d8-4736-a829-fbee21f42826","Istituto di Analisi dei Sistemi ed Informatica ""Antonio Ruberti"", National Research Council (IASI-CNR)"
"6b3a15fd-5d11-4165-b425-8bc7df041fec","Texas A&M University"
"283c3ff4-f872-482c-99bb-47fd3592cf7e","ISAMM"
"c3e25e7a-7396-43be-90cd-0437836ad070","Department of Computer Science, Stevens Institute of Technology"
"323d4549-049d-47b3-aaf8-66b3abbe654b","WeChat AI - Pattern Recognition Center, Tencent"
"0c7ea27c-e7ab-4cbb-af85-158f20d04ed8","Wayne State University"
"f949e835-4795-4108-a138-b24717aa922d","Kalinga Institute of Industrial Technology (Deemed to be University)"
"14c7e332-d17c-486d-8815-662d7417f1ff","Maulana Azad National Urdu University"
"9faff19a-1b26-4ca2-9401-ae7ceebf92e4","Computer Engineering and Informatics Department, University of Patras"
"3369ee60-011e-4289-a597-8495467129e4","Tikrit University"
"26c8e470-8288-4e38-a354-e0ba6717443e","Tsinghua University"
"1d9323ef-e685-454c-a2c5-8c7a734c494c","Telecom Paris"
"f3641210-658f-44ad-8c45-a8743cf877ba","Institute of Communication and Computer Systems"
"95229925-9bd1-4570-9ddd-0b558cd4d5d1","University of Alberta"
"97a2a5be-fee8-4615-a63f-0a394ea84a35","Wageningen University & Research"
"f77207e6-9e59-4d9c-9b41-1900ce7def39","Max Planck Institute for the Science of Human History"
"3d183a93-c50f-4a73-8680-d34b4cc32335","University of Augsburg"
"8875d788-c321-4c12-bd87-e1121ce335de","Rochester Institute of Technology"
"790bf186-d29d-493f-9d16-abfa2d605a8e","United Nations University-CRIS Belgium"
"586260cb-567b-4312-9e5d-4cd6546539be","Department of Computer Science, Friedrich-Alexander University Erlangen-Nürnberg (FAU), Germany"
"068f937e-b2df-43f5-822e-bc4835596f5b","K. N. Toosi University of Technology"
"2e158143-7582-4560-9ac9-bf085c18abdc","Beijing Jiaotong University"
"926c316d-1942-4fae-bc36-290189ab24d8","JECRC UNIVERSITY JAIPUR"
"85cddba6-875b-41c4-a39d-2bc89b9382ea","Linfen meteorological bureau, Shanxi Prov,Linfen,China"
"a57766a0-bcfc-40f3-932b-386707b4ae16","Massachusetts Institute of Technology"
"50ff9cc7-91a5-4c40-9ca8-f42f84132ede","University of Texas at Dallas"
"3150bf17-8113-40ac-a66e-391bce8776a5","South China Normal University"
"7c98ce75-dfeb-43c5-a9c7-afd48647e799","Shanghai Jiao Tong University"
"ed4b15de-583e-41a2-8b0e-db7bae6fc021","Peking University HSBC Business School"
"d5b58ed5-c9a4-4f86-9fb8-aaed42b10ba9","Nanjing University"
"ef778ee9-c83f-4f0c-a293-68c495e2e98b","ATHENA Research Center"
"fefe81f7-3f9d-475e-ac75-2f7fa65c6d53","Smt Radhabai Sarda College Anjangaon Surji"
"3f0c0b3d-a257-49ca-a773-9525db3bb985","TIANJIN UNIVERSITY；Inner Mongolia University of Science and Technology"
"df6dea34-3502-4f1e-be33-dff5f33c7c1d","Hallym University, South Korea"
"302a9f0f-b1b2-4da6-9ef0-19a33dc164df","University of California, Berkeley"
"d8510428-4d68-4079-b938-af7e9eaa7eb3","Masaryk University"
"10143505-a7d1-45cd-b71a-b4e5ff80a3ff","Staffordshire University"
"98de729d-1707-4971-a529-3c569b63c39c","TU Darmstadt"
"a7d527a0-d2d2-49a5-8e14-573d7707551d","Ulster University"
"ffdd76e3-3d6d-4eeb-9a11-69cd5ddf0dc2","University of Guelph, Canada"
"5f859068-34cf-448c-9a4a-6db155d8be6b","Stevens Institute of Technology, Syracuse University"
"606f0bae-b752-4b22-84c7-db0c890120e2","Technische Universität Dresden"
"39fd8f46-8888-40ac-8642-191266a9962b","University of Ottawa"
"3fbc08d3-4466-4ab9-9364-379a48933a52","CSIC"
"30edc46c-5677-4707-8e8e-c909f4b6437d","University of Antwerp"
"49eb4f7c-53f1-462e-b455-f1cd2bf86f26","Om Parkash Eye Institute, Amritsar, Punjab, India"
"49b4659c-d481-48c9-a4f0-c846adf2c7d4","University Politehnica of Bucharest, Romania"
"7a15e8ff-2409-465c-a25a-14f515f3d95d","Argonne National Laboratory"
"6d466739-634f-4454-9e0c-3adb67c0aad6","University of Cincinnati"
"20e2a642-ea36-4788-a2db-8908f903e7da","Noroff University College, Norway"
"20ce4933-aece-4328-9fe5-0ce6e28eb15c","University of Illinois Urbana-Champaign"
"8e68f5ff-c732-41be-95f0-bdf2204d8451","Joint Research Unit “Infection and Public Health” FISABIO-University of Valencia, Institute for Integrative Systems Biology (I2SysBio), Valencia, Spain"
"3b705292-6b01-4f4a-802e-22c2948125dc","Nordita"
"01558d71-4e99-4e54-a9cb-f6e50dde5113","University of Uyo, Uyo, Akwa Ibom State, Nigeria"
"6af06d1f-bb0f-4bda-863d-c4e6f329b7f0","University of Maryland"
"3ad4e156-d95e-4dc1-b6e3-f4b67be0a35b","HCMC University of Technology, Vietnam"
"d7b9d28d-b8f3-407e-b9ef-9002234f8a56","Brandeis University"
"75d6efe0-bbc3-4053-be30-0eb1188cad5a","Collaborative Innovation Center of Geospatial Technology"
"9cec03a0-bf36-421a-bd77-30bec2dc8149","Indian Institute of Technology Mandi (IIT Mandi)"
"6692c4d7-1f7a-460f-b1a9-9ee32cc70669","National University of Defense Technology"
"3755b226-f389-41c2-a2ac-cb133f7342f4","TU Eindhoven"
"b23692b6-9295-44b7-9f91-6d80820e97c0","INSERM"
"a4165f50-7e50-444f-af39-127f9af06e0f","Nanjing University of Science and Technology"
"c4cef41d-3487-434e-8e6e-9b219af83642","Southwest Jiaotong University, China"
"09ac4114-1f00-4334-b562-384f5c5addb4","Friedrich-Alexander-Universität Erlangen-Nürnberg"
"82c0d7ac-2f88-42d1-8ded-b94b6018f6d6","Fudan University"
"d02d9f11-636b-4132-91b3-24d30d7c86a5","Dept. of Informatics, Systems and Communication, University of Milan – Bicocca"
"589e7bc3-e3b5-4a74-94aa-80820a869f2c","Graduate School of Arts and Sciences, T. H. Chan School of Public Health, Harvard University"
"dabd2239-feb7-45f1-9253-638419fe5164","Rey Juan Carlos University"
"97e13218-4a0f-43ca-b341-5bb490d7968a","Google"
"8dd299a0-f4a1-46f8-9456-5a07f55e9d00","Nankai University"
"0205dc3f-d865-4f7a-bfbc-33f46dd315be","Boston Children's Hospital"
"c68f0d09-1e9f-45f8-ab26-f0e12fc8b9c6","Cardiff University"
"da4caae7-da45-4b3e-b391-8a000a93f585","RMIT University"
"b5312881-061a-47b9-bf22-564a9a3e567e","Institute of Software, Chinese Academy of Sciences"
"8011a3b9-3e2c-48fc-adfa-2ea78dddc299","Gautam Buddha University"
"3ceccd0d-ffd9-4b22-a67e-8ec0f5f7316c","Delhi Technological University"
"6738f5fc-01a8-481c-9846-cabb18827f76","Ghent University"
"d63f69c8-3978-4461-9cd1-599578cd3309","Zhejiang University"
"191025f2-7277-4461-841e-127cadb802ea","UNC (in the past)"
"66238b07-129a-45ff-be64-26039425fb25","University of Southampton"
"12c24350-9ec2-4a28-80f6-70211bccc657","University of M'Sila"
"0d8d6c93-7414-4944-9bf8-1eed530ee7c8","Ontario Institute for Cancer Research"
"7d3101d4-9ec9-467e-bd76-35c1936ac27d","Arya College of Engineering and Information Technology, Jaipur"
"d330c709-1c53-4fcd-87bc-c6ba38c54ecf","Ca' Foscari University of Venice"
"28baeae9-aa87-41b7-93cb-c99ed19c61bc","Philips Research"
"44b9c70c-ceff-40d3-a657-409d41c6a085","University of Pretoria"
"087281ba-9a16-45f4-9257-18f8da7808d2","Harrisburg University Of Science And Technology"
"e0fb2978-5acb-4913-a2ba-b55b70f34314","Grupo de Microbiología Integrativa, Facultad de Ciencias, Universidad de Chile"
"4710d025-184e-43fc-ad74-f54fad178f31","Public Health Sciences Division, Fred Hutchinson Cancer Research Center, Seattle, Washington, USA."
"01e0ad82-bee0-49ad-b059-ece5b38e6da2","Medical Academy"
"c9809bb4-15d2-4a0e-8bbc-828a97d396ce","B M S Institute of Technology and Management"
"9b2dd56c-ebab-4379-8bdc-2a9011968923","National Cancer Center Japan"
"77f241b0-701f-467a-b99a-9d58e04ae146","Sikkim Manipal University"
"729ea51f-3702-4c1c-ab64-ed5b05ea4b02","TU Kaiserslautern"
"728bfcf4-1f87-4cd2-a08d-7f35d3d0dca0","University of Adelaide"
"3add6e5a-c5bd-474d-942a-19cc069dba31","University of Houston"
"bd003424-128d-4af6-8299-3ff71f3b2cc2","Shenzhen University, China"
"e1680c8d-ca7e-435f-92bf-f1139d6d196c","cmu.edu"
"661b3ec7-8b80-4997-9cef-7b667d1312f8","Chalmers University of Technology"
"44d42342-8f93-445b-8b7d-d3251fab4aff","INESC-ID"
"d76b5691-63ea-4646-816f-e0ac5a838cdf","University of Chicago, Vector Institute, University of Toronto, CISPA"
"057a06b0-94f1-4a52-885e-eefd5a57223e","Iowa State University"
"680e2bd3-88a0-4426-9c8a-6dcc4ac76dc1","Rutgers University"
"c8494888-50e5-45d1-a771-bdaeb13121b1","Colorado State University"
"6459a30c-5c7c-4d49-a96b-74e429826296","VinUni-Illinois Smart Health Center, VinUniversity"
"9a5f40f9-b23a-4427-b1c3-6a7d7b2cad96","Visvesvaraya National Institute of Technology, Nagpur, India"
"1dbf0bb5-c2d2-459c-81fc-a2cf2cfa9846","Bielefeld University"
"39ff9e09-9a12-4b77-ba08-2610aac955cd","Tehran"
"5c739797-5424-45b2-b497-f2637b65a232","Freie Universität Berlin"
"1c8a26ec-e04c-4700-99da-8d6d8e9c15e2","University of Leeds"
"6805216b-6c68-48df-bf7e-58d0269998a9","National Technical University of Athens"
"a17958c2-3174-4f5a-9b37-51ef58ea9d4e","2Changping Agricultural Technology Service CenterBeijing, China"
"110b6532-b7ee-4c35-b95b-f20f97623bbf","Indian Institute of Technology Patna"
"dd79d8ca-41d8-4d5b-9833-e85f5a03fca0","Hokkaido University"
"a9ce4a7a-c682-4777-8f8b-f511a4bbee45","Jamia Millia Islamia"
"3aa663c6-9d28-4c36-991f-a6064ac3d52e","Harbin institute of technology"
"b453a313-32bb-49a1-9365-9825cf48eb71","King Abdulaziz University"
"65c894e1-e098-4e55-a180-010b08808991","Huazhong University of Science & Technology"
"9db784a2-039c-4618-93fd-4d2a246e98e3","UT Dallas"
"b158bce1-0398-4906-adbd-221dc1426bdd","University of Windsor"
"af06c120-be05-4c54-af65-8ad6fa83db17","University of Surrey"
"5fc9b591-b2de-44ef-9d20-b61ff6dd26b1","Indian Statistical Institute"
"53f342d0-f5bc-428d-b522-3ca3849e7a11","Harvard T.H. Chan School of Public Health"
"670d082b-53a3-45f5-834b-c4779e900b25","USDA ARS Southeast Dale Bumpers National Rice Research Center"
"26b8898e-9797-4ed3-8715-02c064dd5910","Universidad de Burgos"
"9a08f72a-df81-497a-b807-4cddb0190675","Faculty of Medicine, Tel Aviv University"
"52099ba3-0ec2-4109-83c4-3482f1ccd4d2","Hitachi.ltd"
"dec6a8c3-2b51-41af-82ee-eb6d8fa2bf5d","Swinburne University of Technology"
"26beb9e1-a792-40d7-9f06-76cc557bead6","Université du Québec à Montréal"
"affb6b25-01c8-4f78-b7ac-217180d709d9","Broad Institute"
"4ded6531-5a32-4bc4-b3c1-b089cb3e495e","Balaji Institute of Technology and Science"
"da42a05f-d14b-4f56-9d94-a56ae283100d","Umiversidade Federal do Paraná"
"d1a6564c-779f-4a59-91d5-76aad07ba576","Free University of Bozen-Bolzano"
"a196c591-27d5-41a3-babb-7a1a9a3b1270","Goa College of Engineering,Computer Engineering Department,Farmagudi,Ponda-Goa"
"fc296e22-956a-417b-baf2-54427fe732d4","University of Maryland, Baltimore County"
"42161c3f-ef03-4fb8-a1d6-ebf110e4f66e","Guven Hospital, department of Internal Medicine, Endorcrinology and Metabolism"
"e97239e3-1e5b-47a2-8a39-98d965bb13ae","Queensland University of Technology"
"413c23ab-c328-4c1b-99ae-1c1cc002e5ed","University of Toronto, Vector Institute"
"d5844014-16b4-44e0-803d-da34beb7d605","Sapienza University of Rome"
"3a73623b-d25e-473a-8929-ef9e21715c94","Pukyong National University"
"9a7906b8-3168-451a-abe4-3a4f3e317b70","Addis Ababa Science and Technology University"
"a8e1710f-3c62-4172-8bf0-6e10d9387a10","Peraton"
"e80e8e30-52bf-4fa5-92d8-76fe6a80dc0d","National Institutes of Health, Tsinghua University, University of Pittsburgh"
"7d805005-b357-4842-93fd-8457eb0ef987","ICI Bucuresti"
"e994ba55-4b6e-401a-86de-bb8175868255","Technische Universität Darmstadt"
"de760d6d-00fe-462f-92d7-3746c8b6b420","Government Degree College,  Kamalpur"
"4be5c23b-3c89-4f60-afa9-2b219189ee04","Ixa"
"1856c311-28e8-44ea-9d6f-3742eac84c15","Central South University"
"42e1926f-8195-453b-8c78-ee48f91b05fd","Horizon Robotics"
"90e7686d-ed41-4a94-bb71-8ab608396917","sinc(i), Research Institute for Signals, Systems and Computational Intelligence, CONICET/UNL"
"5bde9e05-3939-46ae-80f8-1361520a7eb9","Linnaeus University"
"195eeb98-97e6-4350-aff6-b60017c01d97","Cinvestav GDL"
"0ca5b956-c95e-4db1-bc53-8088393b1684","University of Electronic Science and Technology of China"
"55a93743-cdbe-4016-8dfd-79f555638e54","Department of Pharmacological Sciences"
"7439aa1a-5730-4bd6-a80f-557401fcc6ab","Universidade de Brasilia"
"48e61dd1-39e6-41fc-8bb1-5ca31267e0c3","University of São Paulo"
"5cc9e5d6-ad01-45d0-9900-5518dc8f0b7e","Georgia Institute of Technology"
"23303b22-21b2-43d4-90af-c979da616f68","University of Johannesburg"
"aaa44654-229e-4c52-bdf6-e18b280cdcdb","Instituto Superior Técnico, University of Lisbon"
"38d08bf1-1aaa-4ef9-afda-eeedc7ebbbf0","TU Dresden & ScaDS.AI"
"aa3fa9d0-9127-4f36-99b3-985d6da3a74a","University of Michigan"
"ba109bca-c8d4-4555-92a1-defe9eef5ebb","Department of Electrical and Computer Engineering, Isfahan University of Technology, Isfahan, Iran"
"9db3f0aa-c635-48de-8705-9c088273df64","Hefei University of Technology"
